order_id,book_id,price
4047,9105,1.0
3191,3245,7.7
7695,1676,12.32
5393,4678,15.62
1501,6986,1.47
3757,8725,1.74
1124,1667,0.35
6509,7244,7.42
8089,9893,2.65
7625,5153,12.94
5729,6628,16.14
7074,576,9.83
1503,3444,1.79
9453,10768,3.47
9188,3588,16.38
4216,4364,15.94
1699,3502,8.36
5800,6725,12.83
5282,5330,4.89
6662,6180,5.9
1158,7881,14.94
3713,8925,4.89
5159,7647,8.63
5938,10466,7.47
4544,5980,10.28
2419,8122,17.58
2888,1700,1.21
5284,3962,3.6
2354,8946,14.8
1011,3885,13.81
2336,3095,13.17
4504,4631,1.6
6835,10726,8.24
9637,891,16.01
7885,9130,13.88
6084,4466,1.15
6632,5647,17.9
1734,262,5.81
4076,9000,16.52
5120,1543,13.39
6659,2622,18.01
3223,622,3.1
3383,1025,4.64
7812,4418,16.11
5875,4324,16.84
4458,8884,14.67
8411,4212,10.16
5977,10795,19.2
6097,918,8.8
4249,5605,3.48
3868,5952,11.26
4482,2184,12.16
6860,4705,15.73
6100,5711,8.87
3038,10821,17.36
8919,3960,4.75
9281,3705,7.73
5596,4704,19.04
1248,5781,5.26
4766,10466,7.74
6485,8526,19.02
9909,10635,18.7
9611,6705,16.46
9382,8501,7.84
8583,6671,7.42
8809,6318,8.82
4908,6927,7.67
4504,4411,9.9
2151,8014,13.96
5408,5484,8.05
8929,3778,3.06
7487,5584,19.5
6068,9299,16.6
6834,9427,4.49
5703,468,11.4
5177,2868,1.41
8017,6054,11.16
5500,8859,7.42
7090,3287,15.99
3285,10606,8.12
2680,284,16.79
6968,1035,16.38
3748,5440,5.51
3198,6624,7.67
1920,10634,10.21
3550,92,14.42
4222,4045,10.62
4906,3607,14.16
8813,7858,5.76
5095,2011,11.1
8327,4107,9.04
5541,6240,3.15
1141,5821,0.62
7577,8482,11.51
4298,6658,19.14
4265,5432,7.25
5645,2089,12.39
8689,3233,6.17
9732,7243,18.89
1519,8541,5.41
2742,9931,19.58
4171,939,0.63
9519,7746,5.34
8164,10554,13.19
2815,244,19.21
2427,6595,17.57
5628,3986,3.71
1763,9071,13.78
3245,8185,7.68
1404,3573,3.18
1747,1005,12.23
3097,3413,12.25
6365,7922,4.44
2609,6001,0.71
8410,6801,17.58
9575,7024,11.02
8352,9380,3.51
4139,7940,7.82
6435,4603,16.52
7196,293,1.72
4887,3524,8.5
8159,5511,13.97
1876,1078,13.26
2250,6398,15.48
4159,8735,14.28
4500,10527,4.92
4864,6114,19.87
1980,2483,15.03
9901,2740,13.12
2948,3849,11.14
4583,2963,17.57
5303,2907,2.36
7891,9125,14.07
5717,4866,7.9
5843,3585,13.8
7472,7022,14.19
4124,5799,1.72
6575,10447,6.32
6725,2107,4.01
6892,3012,2.7
4935,607,18.64
1306,7229,10.75
9730,7647,9.35
1919,949,8.36
1808,7673,6.73
4617,8182,15.52
2153,8752,1.98
9113,3854,19.61
8309,953,13.21
3865,4709,5.93
1460,9339,6.58
5693,10179,16.47
5295,32,19.5
3972,8937,16.43
1564,4504,6.62
3030,1599,11.77
5281,39,8.24
2582,7176,9.96
5751,9333,4.03
7955,10478,5.05
4595,8234,12.74
9396,8558,12.15
4549,8110,14.31
2166,4592,14.94
8570,1744,14.08
7791,4695,12.53
5170,5242,18.73
7054,10057,6.91
4906,4776,14.68
7639,5969,3.03
1783,10330,2.33
3407,8232,15.77
7940,7521,17.37
6687,4524,7.05
8900,1763,13.51
4812,7033,16.88
2718,9591,13.81
5712,9583,10.67
2779,3085,8.67
5089,3085,11.58
7881,8865,2.62
3666,4225,19.54
9093,6601,3.88
3850,4916,10.63
6143,4634,8.11
4737,6080,10.78
9612,3989,1.33
2658,8501,9.09
9082,5281,16.15
7054,2549,5.54
2510,4998,18.03
2149,8869,16.14
2544,401,15.66
9927,3519,4.99
3144,1704,9.16
1067,2861,6.25
4795,3156,19.55
7233,3306,5.76
3315,3474,8.04
5190,3704,11.48
9057,1140,18.42
2898,7140,3.37
6275,8827,5.58
4165,240,18.63
7908,4827,17.48
3748,3092,11.52
5383,5057,9.2
8116,6631,7.08
3159,10028,16.43
8662,7026,13.39
5127,2771,3.56
9086,3489,6.24
5950,8114,12.85
1082,3254,6.3
6449,8286,3.49
1734,10835,12.03
7185,7815,7.87
8431,7178,0.5
6063,7720,11.89
4178,2786,8.14
8723,6101,16.17
2623,869,18.03
6466,7897,19.02
7388,1383,10.91
3451,11041,16.81
2763,1065,20.0
3934,5132,12.05
2891,3661,10.68
4887,1018,2.47
8784,808,7.97
6974,2755,4.46
5995,8998,5.52
9993,8303,0.54
9591,2975,5.27
4070,9650,15.85
7362,2262,16.92
7471,3688,13.29
6772,81,15.73
6989,7730,12.66
7429,651,18.72
1751,5168,3.6
2359,6540,10.55
8483,4614,0.09
2756,3020,4.84
1468,7206,8.23
7188,6167,7.2
4145,8429,14.86
1437,1518,6.8
1916,9181,13.02
3486,8417,6.5
4046,1640,3.42
9668,8784,19.87
9151,5674,18.56
1116,3069,15.55
4762,2532,2.62
4412,7954,5.72
5794,25,4.02
2986,4019,16.08
7681,2457,3.4
1413,5398,1.43
4352,222,7.23
5032,6012,19.43
7499,5112,11.1
4937,10272,9.08
3947,9052,7.89
7497,6858,12.99
9289,4622,19.9
9549,9172,1.13
5381,10173,9.62
9600,4361,11.84
1911,10804,10.49
6363,3091,6.45
7840,7941,6.99
3800,5826,2.21
8340,4161,2.33
9335,3882,14.16
1802,2495,8.97
5786,6617,7.69
5726,9898,11.72
6333,10072,4.01
1137,7404,8.61
3996,10916,10.2
3785,9826,17.58
1286,8883,11.11
9477,3376,15.39
9312,10401,2.45
5694,8486,5.75
5717,10205,16.48
4208,2959,1.97
4290,10455,17.71
9133,5312,10.64
8668,10277,17.87
5003,2529,3.1
9687,2371,5.34
5064,9505,18.49
6500,8062,6.81
7753,4524,8.02
7499,9822,18.6
6130,5095,12.61
5395,9200,9.21
7117,2688,7.18
4594,11059,11.53
7364,10392,19.43
5041,199,18.21
7906,3456,6.2
6792,5330,17.66
1322,6290,6.42
2816,3841,18.68
3495,3453,3.77
5939,8251,8.15
1868,7117,13.83
6113,6229,14.96
7452,1887,7.93
6282,1021,10.96
1761,6664,12.16
2367,1214,5.99
7363,2851,9.18
1173,9736,6.19
5947,10271,1.28
1616,3540,6.39
3723,5989,8.1
5145,2041,18.89
2018,5431,19.32
6858,8209,6.52
9284,6251,4.48
1953,8774,1.33
5152,7833,16.31
7219,2855,15.51
6808,7449,4.04
1392,7597,16.6
1295,7810,11.13
6158,3141,5.27
3081,876,14.43
7625,5969,3.07
5174,9300,2.75
8900,9000,9.6
3185,2310,11.41
6677,2087,1.67
3164,8350,11.85
1207,2563,12.03
5856,6260,13.06
6338,3694,6.85
9449,7676,12.51
4335,6426,9.9
5706,7394,8.95
7420,1878,9.28
1381,6352,2.09
3727,5574,0.97
5699,1322,0.1
8874,5361,17.77
3654,835,17.04
1587,348,0.58
5166,6640,9.76
8714,3856,19.99
2329,1756,9.72
8985,10402,6.23
1060,9672,2.95
5519,5217,18.69
8441,4402,18.91
6461,5614,5.86
5640,5366,15.42
9819,2881,15.76
4742,1180,18.99
7432,1145,9.15
5483,8189,3.12
3296,6150,4.12
2648,9552,1.99
9273,10714,5.58
8892,11090,2.67
2887,318,9.41
5560,10702,7.45
7726,4209,17.32
4453,1848,8.07
1476,877,19.14
9815,26,4.23
1825,5265,13.09
3923,4656,17.91
2168,7883,3.43
6556,2500,10.71
9848,9678,17.51
9804,3533,18.05
4386,7783,17.57
2907,7607,18.1
2509,2899,8.11
4474,953,18.82
3081,6175,6.49
6407,1624,16.41
4689,8941,6.54
2437,7248,8.16
1373,10415,16.32
1537,2732,9.34
7926,904,5.61
3342,10323,13.9
4006,6442,4.78
1277,8030,9.28
9647,4258,8.58
7989,10497,17.31
8536,7936,12.85
8452,1078,8.85
5896,10998,18.66
8660,10296,3.07
4274,5346,18.2
4771,4767,6.62
2276,1592,3.31
6738,3269,15.94
8679,2852,17.44
5177,1616,16.18
5187,1016,11.57
4156,2478,5.68
6028,3672,14.43
9802,9512,18.34
1518,4174,0.72
7380,7657,17.35
9161,2233,13.19
7449,7354,17.49
7396,6627,17.3
3663,4683,6.37
8718,7457,11.03
5381,3291,3.79
2937,6759,16.52
4653,8078,13.84
7189,7901,3.57
9498,8722,4.01
5473,4237,4.04
2299,3917,18.71
2722,2722,12.48
4325,2867,9.17
6018,10872,3.15
4434,2166,13.55
6423,1691,1.91
4202,2769,9.44
1838,4086,14.04
6719,2246,16.01
6098,179,4.66
8820,6613,16.51
5678,8311,19.12
1694,4658,18.21
7267,2195,15.69
5277,308,13.95
6565,4205,16.19
2956,7178,14.06
5669,7903,5.85
9195,940,1.7
7147,5477,11.29
8897,10242,5.71
6214,9304,3.16
4958,6452,10.07
8290,7544,13.81
5235,9640,9.0
3347,5224,1.19
2043,3555,15.34
9651,3218,5.0
2303,1007,16.41
7752,8078,16.76
8958,9277,19.39
5903,467,11.85
4124,6506,13.13
2462,3531,12.08
5214,1029,4.58
4681,9064,7.25
8999,7732,2.1
3623,8194,11.58
2792,8736,13.54
6669,6972,6.7
3183,2784,19.12
7629,5928,18.81
4826,863,0.28
4052,5167,3.14
3408,4829,0.35
1330,7309,9.51
8972,8631,8.44
6565,6378,16.32
3098,7874,15.32
9571,9836,13.01
8419,8187,3.95
9969,3178,5.11
7089,9058,7.89
3709,2332,16.19
6288,9357,6.45
5469,7351,11.0
6292,6598,3.37
4230,2174,0.99
9747,2347,14.85
9554,8232,19.68
7021,8339,15.65
2003,11111,8.37
1929,1170,16.9
1162,1777,7.27
1362,4243,1.61
7936,2891,5.92
6961,3610,9.01
7526,5060,15.91
5252,3384,6.82
1441,10216,17.63
5450,7194,15.42
4883,8181,4.89
4213,8929,14.14
5174,10857,14.12
7668,5596,17.69
1186,3386,7.91
4654,8411,16.29
8551,3269,1.02
8407,8225,8.2
4167,5094,17.89
2723,5900,12.3
2298,632,15.79
8078,2670,17.49
1929,6821,15.33
3561,1287,17.81
5808,1710,9.29
8561,5461,4.09
7704,4269,19.06
6918,4411,19.72
8074,4518,8.03
5417,9332,3.88
7661,9734,15.29
2341,2038,3.16
1020,5561,19.75
6619,9186,5.41
9482,5878,10.41
2464,1885,3.79
1073,954,1.39
9790,4396,15.3
2371,1099,6.14
1675,1174,18.23
4146,11078,1.76
1939,2316,13.16
6200,64,18.37
4950,3679,12.49
6880,3551,2.96
6440,2148,15.3
8605,10146,2.57
6037,10099,17.36
9517,9741,4.51
7963,10641,15.24
3950,7950,13.99
2188,8050,6.03
5615,3564,2.05
8805,113,16.59
9673,10100,15.78
5738,5599,16.33
1435,8798,1.44
1247,10928,12.57
8439,7720,5.13
6402,6566,1.02
1763,6469,3.98
3114,6801,9.84
3622,3574,0.97
9993,4867,19.47
5084,4927,5.13
2227,7958,4.36
3746,9260,12.91
6766,8901,2.36
1009,7635,11.17
1567,9529,2.35
1339,3108,1.61
2748,1964,0.56
7823,5978,6.52
8214,7094,19.09
6083,7655,11.75
2348,2451,18.82
3604,5814,5.21
6619,3015,10.34
8223,10425,18.23
5126,5175,7.46
5047,5298,0.07
4718,9861,11.97
7191,8700,19.37
6432,501,3.06
5523,10621,8.19
5178,9653,8.04
8156,5326,16.24
9583,5956,16.14
3894,9339,5.15
8548,8457,2.6
8293,4922,12.01
8291,3424,17.24
6330,4231,7.59
1450,6629,13.75
9032,3431,7.51
5892,7968,5.41
9180,5153,16.35
7925,2204,2.64
3633,6122,19.61
1071,6439,5.13
2778,6551,9.54
5071,9064,16.6
4475,2264,11.69
9866,6066,6.18
3517,8948,8.95
1944,7288,5.7
7598,6156,9.44
2541,8372,6.64
6043,3031,15.11
9639,2593,15.05
7662,9624,5.43
9903,7368,16.6
3153,4889,3.23
1870,4531,18.92
8129,10084,16.23
4720,1239,8.41
3369,5716,19.15
9478,4952,1.51
7641,4565,10.51
5834,9829,15.81
6468,8787,9.57
6923,5385,13.56
4011,2733,19.99
9741,6011,18.63
5888,8066,18.71
4468,7915,11.23
9633,3321,1.16
7477,4525,17.2
7446,4818,5.47
1852,1914,11.08
6277,11037,11.24
1968,7790,0.24
7861,4879,11.5
4739,7085,2.31
5200,9400,1.2
8022,756,18.1
3057,8631,11.72
2462,4238,4.02
8666,4207,1.94
3989,3480,10.15
3278,382,3.47
3013,7852,7.69
1243,8128,18.28
9835,4134,5.51
4024,40,17.49
3084,3045,0.73
2566,4276,17.05
4364,1643,5.08
1083,6187,8.7
1439,11051,12.24
6766,7921,18.63
9683,142,1.79
5744,8052,13.35
4444,4751,19.56
4827,3571,11.29
1218,2358,6.04
3504,9494,16.62
6736,1509,14.71
6238,1590,3.27
5526,2043,7.71
2831,7536,8.17
4981,10875,1.62
1504,1938,6.22
9040,5152,13.94
2645,573,1.48
6111,1954,14.07
6437,10231,18.78
7570,1753,18.55
8334,10783,19.85
6280,9002,12.96
6454,2823,0.64
9758,3612,9.88
5429,3352,18.56
8144,645,7.78
2172,8462,0.97
2810,5786,19.58
5713,2106,18.47
4493,1585,11.27
8930,6383,15.65
1377,276,7.87
5515,7221,19.08
6457,2323,3.87
2025,3736,11.87
2536,222,11.87
7491,6024,14.91
1791,4410,18.42
2834,10502,7.28
1473,7615,7.84
7668,426,7.75
5684,9681,18.55
2548,2616,0.26
2522,2232,6.11
9605,10236,0.7
8385,4996,16.86
4792,1339,12.06
3507,10211,2.84
4765,9538,4.56
5632,5273,2.4
4508,9438,14.67
1730,4911,14.59
3880,3871,17.93
3313,5176,16.06
6109,7875,17.91
3489,2101,13.5
6199,320,10.84
9548,3690,0.03
8043,8453,5.76
1077,10504,9.18
5165,1658,5.93
8904,6237,2.55
7411,6818,11.72
4742,6964,14.48
1437,7619,0.64
7186,10952,16.76
6109,4034,10.12
9816,2397,17.18
9317,5261,7.55
7374,5943,3.89
8124,7024,18.41
5452,6868,18.35
1646,6209,18.48
6594,9200,2.22
8563,3530,1.58
7154,4909,7.52
8462,8308,17.4
8440,5725,2.81
3734,6848,3.21
7096,9400,12.52
6752,1133,18.11
2198,7679,0.61
3131,9758,2.91
9103,10657,6.27
8139,3721,0.61
6435,7325,3.43
6121,8084,13.69
2407,2178,3.28
6781,2927,16.99
8747,7152,4.17
5614,10748,2.63
7068,709,17.38
5917,2568,4.82
2941,818,12.19
9867,6559,15.43
1934,7076,11.87
8750,2363,13.15
1250,10810,4.8
7490,2983,17.25
3806,5735,12.08
4766,2620,5.82
2944,6025,3.35
4557,9190,4.3
9203,157,2.49
8963,4991,16.27
2524,2039,12.03
9944,4697,3.7
5238,7475,1.49
3566,7680,19.82
7155,3596,12.86
9729,7253,6.32
5825,6649,18.8
8565,4577,17.44
2044,1435,5.49
9783,5422,19.49
7803,10834,4.28
3712,10203,14.18
8878,3220,7.29
2785,6354,3.94
2812,396,1.93
7454,2065,15.87
6122,4278,2.47
9298,3192,11.46
8906,10116,19.62
6865,10712,14.06
3385,4698,1.35
3778,9622,18.52
7580,2481,12.21
4995,6700,6.25
3733,2092,10.25
4716,3981,12.21
2295,4975,1.53
6450,6018,18.62
2006,3876,11.02
6302,8848,16.9
1734,3960,19.42
5176,8793,7.04
9787,6816,7.99
7368,2922,4.31
2860,6841,17.35
7150,6851,18.21
4460,10491,19.49
3306,3569,3.53
8356,10673,2.87
1413,2113,5.98
3486,8198,2.09
5633,8691,14.52
7834,1838,5.5
6600,8065,2.45
5512,5786,12.9
7561,3051,18.62
7493,8456,17.58
5493,9990,2.27
1709,8195,5.38
1995,8733,16.26
2681,8882,17.94
1424,7356,15.29
6714,5569,18.45
3022,10131,16.38
2963,7819,8.71
3588,3008,19.57
1456,2140,11.35
9158,8115,9.77
2340,1538,14.19
3200,6319,2.54
1250,404,4.7
1951,967,10.97
4303,4197,19.76
7671,9372,1.88
7694,7771,14.87
3215,8497,10.06
4714,6206,5.09
5504,4266,7.58
6578,7740,4.59
7872,10041,18.01
4492,9944,7.14
2306,4604,16.36
3379,8852,11.32
5619,10374,19.5
2465,9056,14.63
2917,1409,13.27
4806,7714,2.79
7707,5793,8.4
8542,1866,8.63
6434,5834,14.48
3037,7864,9.43
9616,4808,13.06
8995,10123,14.53
9769,1353,2.62
8596,4620,0.16
3976,4679,4.7
1294,4092,4.29
3505,9693,15.74
4892,10295,2.86
4521,4181,6.33
9113,10518,19.06
7671,7310,19.92
9259,7309,13.38
5902,7656,7.65
8773,2523,17.68
3439,8846,2.88
5933,8240,11.99
9285,2473,2.85
3436,9526,14.34
8338,3806,17.39
2342,3774,0.67
3931,1521,16.69
6762,3146,16.03
9728,2258,10.87
1618,8088,13.51
2242,1944,18.67
3600,6292,9.15
5662,8890,3.34
5973,8316,13.93
5194,811,13.67
5053,591,5.76
8189,11040,17.79
7646,2036,10.97
4497,4650,3.0
5800,1064,14.77
7647,4941,4.69
7014,1686,9.3
7851,3895,7.46
6770,346,7.35
6536,4595,14.68
4308,7718,19.89
4896,7071,11.8
4200,1670,15.38
8066,1396,7.77
2062,6071,15.05
6982,2344,5.54
9820,9925,8.57
8138,9405,8.23
6705,4598,10.61
7910,8734,3.36
4158,6811,3.18
4107,8008,19.93
5705,8024,10.31
1176,2323,11.04
4677,4772,13.85
3465,5589,3.65
5840,4131,13.47
7863,6030,16.37
4161,2583,16.91
2744,8122,14.53
7300,4943,1.73
3868,2911,1.61
4040,10663,15.75
5078,3085,6.35
9601,1211,14.31
1906,3265,9.04
4207,4395,2.84
8274,6318,1.38
9712,4963,0.73
6978,7803,16.72
6698,6508,18.83
8753,3836,7.22
9219,480,8.72
7712,2518,13.98
6858,61,13.27
8953,5515,3.38
2327,9093,0.27
2248,6484,9.13
1489,6924,14.55
1351,6570,15.32
5209,2440,17.33
7900,9923,6.1
4417,10489,11.53
9801,2612,0.27
8033,7276,16.0
9484,10505,19.03
3631,6808,19.14
7634,421,13.53
6256,3232,7.56
9437,3328,2.4
9951,7569,10.27
6146,2920,12.65
6833,8943,5.82
5197,4689,4.88
2457,344,15.04
9323,9915,19.25
6524,7581,16.21
7219,6934,5.63
2785,8882,5.2
1211,4193,10.88
5167,4100,12.21
8016,4706,17.61
1456,384,9.76
4009,2325,9.55
8300,7161,3.09
9426,9613,14.42
5365,9493,1.54
4681,2351,14.34
8472,10967,15.0
4872,1174,15.26
1469,1133,5.93
5853,10454,17.24
4372,5834,7.98
3778,4713,7.54
9770,1623,14.77
3759,3578,0.18
3082,8082,14.64
1829,1845,15.03
9876,9077,10.12
8735,4972,10.01
4870,5114,5.93
2642,10317,2.15
5230,7460,18.94
4549,5063,15.49
3203,5392,17.58
6252,3817,2.47
6018,8398,10.72
5216,5322,8.12
8123,6059,14.62
5581,3864,6.69
3591,953,10.87
1416,2210,9.44
8156,2577,18.79
9862,7955,18.3
6594,10664,13.38
4679,8229,12.2
7967,8467,15.67
7752,5188,5.69
5218,1134,4.09
2751,5424,2.6
1236,400,19.37
5610,4697,18.87
2896,4610,3.74
7265,142,13.18
7027,9933,16.53
3911,6527,8.94
2838,10328,19.32
3898,2765,0.6
7240,2207,18.97
1953,4893,0.15
9572,1611,16.43
3537,3598,4.63
2978,3154,12.05
7578,8826,10.49
6654,4858,15.05
3736,7726,9.17
6041,5349,13.19
3225,1654,6.59
9263,9181,14.88
5867,4419,13.98
2619,3424,12.49
1796,4080,7.48
2401,7060,13.36
2498,4072,10.87
9056,11068,7.34
9227,10104,5.92
4281,6047,11.68
7392,5513,11.04
6259,8990,16.88
8309,1146,12.65
7358,9632,4.79
4926,3892,13.98
2543,6238,16.44
9273,8487,12.8
4519,4180,8.37
2739,5645,11.61
3691,7994,0.06
3896,3953,13.76
9852,7357,13.45
5793,9118,14.02
8253,4012,4.42
7901,9981,3.34
1883,1469,13.83
5690,10082,14.11
4350,844,19.41
6365,9813,0.87
1930,534,6.52
7661,6586,7.47
3894,4124,6.65
5395,10239,15.23
2060,1304,4.43
9965,2942,11.27
7622,790,3.72
7949,7135,19.33
8968,9143,12.56
7695,5321,13.27
7936,6419,15.46
5478,5916,14.89
3851,5821,13.88
7527,9515,2.76
2150,10266,11.38
6740,3471,0.02
2914,210,10.26
1070,5428,1.72
4137,4862,3.27
6345,9456,6.25
2654,9864,14.56
2634,2452,4.67
8484,8719,15.88
5306,5447,8.32
6925,483,11.0
2287,6350,9.99
2788,5620,11.94
1302,4897,18.45
1444,10561,16.41
3083,2530,4.63
1465,1760,8.4
3237,5588,1.86
4355,839,8.24
8968,4450,7.15
5592,181,11.53
8110,5374,0.36
9893,6065,6.02
3253,2892,8.9
6854,5789,2.32
4700,8735,16.26
7568,144,9.35
5925,4072,7.45
4067,8634,13.55
5873,7066,15.76
2221,10181,0.92
5887,9607,1.3
3062,5080,7.24
4020,3694,17.42
7000,7993,16.67
8627,8508,16.24
3672,4076,19.84
6557,9563,4.21
5588,8571,14.79
8593,6272,7.97
4813,7,4.69
2195,9224,4.03
9371,7579,1.0
3278,2195,17.36
1341,3439,14.53
9778,736,6.81
2636,931,14.37
2471,7699,3.77
1869,2918,14.23
4488,10846,11.79
6025,5309,0.49
5587,3364,14.66
8005,4484,3.86
6258,1674,12.1
7503,7423,11.13
6065,1924,10.95
3429,4809,1.23
8138,7545,3.64
6382,2242,12.52
8954,7943,4.52
7069,10290,13.43
4107,4222,1.73
2923,6973,9.83
8270,8120,4.21
1138,7388,19.99
7000,821,15.57
8099,2043,4.19
2325,4982,19.22
7140,7896,11.28
9464,1804,17.27
4528,3269,0.92
7910,7177,6.79
1540,516,14.27
5549,3294,14.01
3879,3413,0.69
2387,7530,17.06
8683,788,16.04
4531,6752,16.82
3826,636,17.99
5842,4683,7.55
9641,2200,17.81
1907,7040,8.09
9023,6709,3.2
4453,8043,4.11
8532,5581,18.31
7010,466,3.0
7156,72,17.27
8359,4944,1.49
1893,8679,1.82
3125,5097,6.91
4960,9481,10.78
5538,984,16.87
4064,6629,12.57
7377,2088,15.36
8598,5372,4.15
6382,10334,9.55
7542,5527,10.45
9671,3162,1.06
9489,2073,1.95
4097,1143,6.0
4635,430,19.4
1764,10684,1.02
5221,9423,7.73
5864,8975,6.74
5616,824,14.21
9508,3180,17.65
8831,4382,17.16
7128,7644,19.69
6062,8718,11.66
8163,10670,10.82
6981,3958,3.15
6423,5725,19.43
