order_date,customer_id,shipping_method_id,dest_address_id
2024-02-15 15:06:37,873,4,62
2024-09-22 15:06:37,788,1,355
2023-12-16 15:06:37,1296,4,65
2023-03-26 15:06:37,1015,4,741
2024-07-03 15:06:37,176,2,377
2023-11-16 15:06:37,1643,3,880
2024-03-15 15:06:37,126,1,135
2025-03-29 15:06:37,566,3,17
2024-10-11 15:06:37,721,3,613
2024-05-19 15:06:37,285,3,968
2024-06-29 15:06:37,1739,1,968
2024-09-22 15:06:37,1054,2,363
2025-02-10 15:06:37,166,1,545
2023-09-06 15:06:37,852,2,520
2022-10-11 15:06:37,930,4,54
2023-04-23 15:06:37,1742,2,170
2024-02-03 15:06:37,291,4,857
2022-07-15 15:06:37,1338,4,197
2024-11-01 15:06:37,11,4,855
2023-04-03 15:06:37,1117,3,796
2025-03-16 15:06:37,1504,2,55
2023-04-08 15:06:37,1849,1,983
2025-02-19 15:06:37,947,3,926
2024-12-20 15:06:37,294,4,245
2023-08-30 15:06:37,1126,3,755
2023-10-14 15:06:37,1336,4,899
2024-03-04 15:06:37,1236,3,349
2022-07-10 15:06:37,330,3,142
2025-03-25 15:06:37,807,3,711
2023-09-18 15:06:37,1581,3,782
2025-01-23 15:06:37,309,1,189
2022-07-18 15:06:37,1999,1,872
2024-03-18 15:06:37,1348,4,69
2024-05-10 15:06:37,1673,2,475
2023-01-08 15:06:37,632,4,793
2023-09-12 15:06:37,1823,4,691
2024-11-14 15:06:37,1861,1,583
2023-08-25 15:06:37,430,3,367
2023-09-26 15:06:37,1765,4,687
2023-01-18 15:06:37,1940,4,644
2024-12-08 15:06:37,1293,3,918
2024-06-25 15:06:37,1086,1,553
2024-04-04 15:06:37,77,1,157
2024-12-09 15:06:37,509,2,66
2022-08-31 15:06:37,1338,2,335
2025-02-20 15:06:37,1206,2,569
2025-06-07 15:06:37,101,3,758
2022-06-26 15:06:37,769,3,290
2024-04-27 15:06:37,1681,3,898
2023-05-07 15:06:37,905,3,852
2024-11-29 15:06:37,779,3,917
2024-12-26 15:06:37,1418,4,745
2024-11-21 15:06:37,2,2,292
2022-08-03 15:06:37,1160,1,991
2023-09-03 15:06:37,591,2,534
2022-11-13 15:06:37,1245,1,639
2023-01-16 15:06:37,1970,4,413
2023-04-05 15:06:37,882,2,245
2024-07-03 15:06:37,305,3,487
2024-03-17 15:06:37,1116,4,793
2024-10-15 15:06:37,1728,3,693
2025-05-06 15:06:37,219,2,282
2024-11-18 15:06:37,744,2,321
2024-08-03 15:06:37,178,3,205
2022-06-23 15:06:37,1993,2,766
2024-07-29 15:06:37,690,1,280
2024-09-07 15:06:37,248,3,460
2025-01-09 15:06:37,655,3,724
2024-03-28 15:06:37,1537,1,623
2022-09-15 15:06:37,983,2,649
2024-12-10 15:06:37,663,2,652
2024-01-18 15:06:37,227,1,508
2024-11-07 15:06:37,531,4,844
2023-02-24 15:06:37,62,2,616
2023-11-29 15:06:37,55,4,230
2022-11-23 15:06:37,1841,2,128
2025-05-21 15:06:37,1563,4,47
2023-05-03 15:06:37,451,2,438
2022-09-24 15:06:37,124,1,933
2024-05-26 15:06:37,1568,2,401
2023-10-20 15:06:37,270,1,804
2023-11-10 15:06:37,297,4,971
2022-07-20 15:06:37,1897,1,755
2023-06-25 15:06:37,1708,4,232
2023-12-13 15:06:37,1723,3,557
2023-04-15 15:06:37,1643,1,593
2023-09-01 15:06:37,1043,2,482
2024-05-22 15:06:37,514,3,193
2022-11-03 15:06:37,1883,4,504
2022-12-13 15:06:37,1241,4,388
2024-03-19 15:06:37,685,4,538
2024-05-17 15:06:37,233,4,199
2025-01-09 15:06:37,89,2,895
2023-12-17 15:06:37,482,4,298
2022-09-08 15:06:37,683,4,912
2024-10-19 15:06:37,149,2,494
2024-04-23 15:06:37,165,1,458
2023-10-10 15:06:37,1731,3,789
2024-12-12 15:06:37,1145,2,109
2023-09-09 15:06:37,1614,2,908
2022-07-22 15:06:37,555,3,922
2023-10-01 15:06:37,1185,3,882
2024-05-15 15:06:37,1351,2,580
2023-02-10 15:06:37,985,3,984
2023-05-01 15:06:37,1663,4,666
2023-01-08 15:06:37,29,1,315
2024-02-04 15:06:37,1659,3,98
2024-03-03 15:06:37,891,3,267
2023-05-06 15:06:37,678,4,135
2023-08-31 15:06:37,348,2,591
2023-12-15 15:06:37,1438,2,657
2022-08-22 15:06:37,1347,2,835
2024-05-30 15:06:37,1819,4,496
2025-02-22 15:06:37,1040,2,110
2023-04-26 15:06:37,1207,1,604
2025-02-05 15:06:37,1887,4,91
2023-10-21 15:06:37,1410,4,915
2024-01-12 15:06:37,125,4,861
2023-04-02 15:06:37,1155,1,26
2025-03-06 15:06:37,956,4,82
2024-02-07 15:06:37,1237,4,797
2025-01-12 15:06:37,1744,4,180
2023-01-22 15:06:37,1525,2,185
2024-08-26 15:06:37,1840,1,339
2023-02-04 15:06:37,1827,2,754
2023-08-28 15:06:37,986,2,522
2024-09-10 15:06:37,1209,4,175
2025-02-10 15:06:37,320,1,202
2024-11-24 15:06:37,1200,2,661
2022-10-31 15:06:37,26,2,729
2022-06-24 15:06:37,1408,4,666
2023-05-16 15:06:37,12,1,960
2023-03-22 15:06:37,1812,1,404
2024-03-08 15:06:37,921,3,137
2023-11-19 15:06:37,1665,1,366
2023-06-29 15:06:37,1488,4,71
2023-07-28 15:06:37,815,2,488
2023-08-24 15:06:37,1633,4,525
2025-03-04 15:06:37,1530,3,636
2023-01-25 15:06:37,864,4,537
2022-11-13 15:06:37,827,1,456
2023-06-12 15:06:37,1523,2,114
2025-05-25 15:06:37,670,3,520
2024-05-17 15:06:37,686,2,418
2024-01-30 15:06:37,1229,1,835
2024-03-13 15:06:37,1586,3,380
2023-05-04 15:06:37,485,2,308
2022-08-28 15:06:37,1764,1,111
2023-09-06 15:06:37,388,4,26
2023-03-21 15:06:37,1958,2,210
2023-02-06 15:06:37,954,2,701
2022-10-08 15:06:37,9,4,712
2024-02-26 15:06:37,1474,2,56
2024-02-17 15:06:37,210,4,403
2022-08-16 15:06:37,464,2,311
2024-03-21 15:06:37,733,1,334
2023-10-19 15:06:37,1033,2,9
2023-08-26 15:06:37,172,3,732
2024-11-08 15:06:37,1595,3,801
2023-10-26 15:06:37,117,3,747
2024-04-19 15:06:37,308,1,507
2022-06-30 15:06:37,116,1,293
2022-11-24 15:06:37,1434,2,373
2023-09-16 15:06:37,1799,4,515
2023-08-11 15:06:37,1694,2,9
2025-02-24 15:06:37,920,2,806
2023-06-05 15:06:37,1519,3,623
2022-10-29 15:06:37,1392,1,651
2023-12-21 15:06:37,279,4,256
2023-01-27 15:06:37,294,4,102
2022-08-15 15:06:37,1297,3,464
2023-11-29 15:06:37,1471,3,780
2022-06-30 15:06:37,1122,4,381
2023-11-13 15:06:37,192,4,290
2023-07-28 15:06:37,793,3,384
2024-01-05 15:06:37,12,4,168
2022-09-22 15:06:37,841,2,865
2024-08-24 15:06:37,1044,4,389
2024-03-09 15:06:37,717,1,960
2022-12-26 15:06:37,1868,3,301
2025-01-06 15:06:37,1236,2,514
2024-01-14 15:06:37,1781,4,975
2024-10-22 15:06:37,698,3,871
2022-08-18 15:06:37,1186,2,60
2022-10-14 15:06:37,757,4,750
2024-12-01 15:06:37,1045,1,455
2023-06-23 15:06:37,822,4,998
2023-09-22 15:06:37,1197,4,842
2022-07-25 15:06:37,11,2,365
2025-01-18 15:06:37,906,1,268
2025-03-08 15:06:37,1182,1,305
2023-02-10 15:06:37,291,4,615
2024-07-07 15:06:37,1701,4,391
2022-08-25 15:06:37,658,4,445
2024-02-26 15:06:37,200,2,41
2022-09-12 15:06:37,292,4,901
2022-08-26 15:06:37,1372,2,273
2023-10-16 15:06:37,1480,4,77
2024-09-04 15:06:37,1724,2,442
2024-06-06 15:06:37,374,4,828
2024-05-27 15:06:37,275,2,382
2024-10-18 15:06:37,1535,2,464
2023-12-23 15:06:37,1835,4,569
2023-10-23 15:06:37,302,4,872
2024-09-15 15:06:37,1876,1,553
2022-12-18 15:06:37,1372,1,578
2025-05-04 15:06:37,1028,3,685
2025-05-12 15:06:37,286,1,514
2025-03-12 15:06:37,1747,1,666
2022-10-05 15:06:37,671,3,278
2025-04-26 15:06:37,1994,3,754
2022-08-12 15:06:37,589,3,81
2024-11-24 15:06:37,1982,3,227
2024-11-11 15:06:37,2000,2,797
2023-08-26 15:06:37,1085,4,320
2023-06-17 15:06:37,307,3,564
2023-11-10 15:06:37,1971,2,663
2024-11-24 15:06:37,489,2,366
2024-06-29 15:06:37,1539,1,683
2025-03-13 15:06:37,695,2,357
2023-04-25 15:06:37,136,4,442
2024-08-19 15:06:37,241,2,34
2023-11-02 15:06:37,1668,2,885
2023-08-17 15:06:37,919,1,904
2024-11-13 15:06:37,45,1,564
2022-08-04 15:06:37,1064,3,629
2023-09-12 15:06:37,52,3,77
2024-07-31 15:06:37,202,3,825
2023-07-14 15:06:37,612,4,258
2022-10-28 15:06:37,66,4,317
2024-05-10 15:06:37,1854,4,42
2023-05-19 15:06:37,1715,1,997
2024-02-24 15:06:37,1758,3,503
2024-01-29 15:06:37,1772,2,654
2022-07-07 15:06:37,1428,3,916
2023-06-08 15:06:37,1202,2,502
2025-01-31 15:06:37,626,2,29
2023-11-28 15:06:37,1303,2,664
2023-10-25 15:06:37,608,4,660
2025-02-08 15:06:37,968,3,946
2023-08-24 15:06:37,141,4,169
2024-08-03 15:06:37,413,3,478
2023-05-04 15:06:37,1546,1,216
2022-10-10 15:06:37,598,2,265
2022-10-21 15:06:37,1979,2,919
2023-03-26 15:06:37,606,4,206
2025-05-24 15:06:37,568,3,415
2024-07-24 15:06:37,658,2,389
2023-04-15 15:06:37,1561,2,935
2024-01-02 15:06:37,1316,3,189
2025-01-19 15:06:37,991,3,993
2024-10-06 15:06:37,638,3,790
2022-06-19 15:06:37,850,3,62
2024-04-01 15:06:37,1315,1,577
2023-08-16 15:06:37,75,2,868
2023-11-14 15:06:37,131,2,758
2022-07-11 15:06:37,120,1,561
2023-11-15 15:06:37,1382,4,61
2023-05-23 15:06:37,1975,2,529
2024-02-16 15:06:37,1919,3,21
2025-06-07 15:06:37,1085,1,282
2023-09-12 15:06:37,641,4,119
2025-03-20 15:06:37,49,3,499
2023-12-10 15:06:37,1694,3,788
2023-05-23 15:06:37,375,1,120
2023-07-12 15:06:37,1309,4,710
2025-03-21 15:06:37,812,4,685
2023-04-13 15:06:37,470,4,367
2022-08-02 15:06:37,116,3,380
2024-04-21 15:06:37,1882,1,767
2024-10-20 15:06:37,262,1,142
2024-08-05 15:06:37,1180,4,1000
2022-08-02 15:06:37,416,3,749
2022-08-15 15:06:37,163,2,692
2024-07-21 15:06:37,863,1,78
2022-10-12 15:06:37,118,3,599
2024-06-28 15:06:37,179,4,818
2025-03-30 15:06:37,766,4,405
2022-07-23 15:06:37,1141,3,103
2022-12-14 15:06:37,1339,4,89
2024-06-02 15:06:37,1681,1,232
2024-04-27 15:06:37,884,3,58
2024-07-29 15:06:37,1023,3,237
2024-05-05 15:06:37,177,4,171
2022-11-12 15:06:37,1175,2,853
2023-03-20 15:06:37,1723,3,69
2024-01-11 15:06:37,595,1,673
2025-05-18 15:06:37,257,1,801
2025-04-11 15:06:37,1076,3,94
2025-01-16 15:06:37,1083,2,611
2022-12-26 15:06:37,839,4,177
2024-04-23 15:06:37,1911,1,443
2022-07-08 15:06:37,1835,2,966
2023-06-02 15:06:37,651,3,770
2024-07-27 15:06:37,965,2,113
2024-05-27 15:06:37,1570,2,402
2024-07-26 15:06:37,961,2,436
2022-11-04 15:06:37,1198,4,669
2022-12-15 15:06:37,618,4,65
2022-07-18 15:06:37,870,3,486
2025-02-15 15:06:37,703,4,562
2022-06-25 15:06:37,449,4,767
2023-03-13 15:06:37,1391,2,803
2022-07-23 15:06:37,1854,3,173
2025-05-18 15:06:37,1277,2,783
2024-02-03 15:06:37,1441,1,126
2022-10-03 15:06:37,1609,4,857
2025-03-16 15:06:37,1178,4,539
2024-03-01 15:06:37,1574,3,118
2024-11-16 15:06:37,1627,3,431
2024-05-03 15:06:37,1085,1,179
2024-07-02 15:06:37,1727,1,84
2023-11-29 15:06:37,658,1,874
2023-02-14 15:06:37,1892,4,820
2022-09-18 15:06:37,1971,4,423
2024-01-26 15:06:37,1838,1,567
2025-04-03 15:06:37,149,3,510
2024-10-25 15:06:37,759,1,113
2023-11-07 15:06:37,1717,1,452
2024-05-16 15:06:37,922,3,748
2023-11-28 15:06:37,1389,3,284
2025-05-01 15:06:37,535,4,292
2022-07-21 15:06:37,1557,2,453
2022-08-01 15:06:37,1085,2,59
2022-06-29 15:06:37,1312,3,948
2024-11-06 15:06:37,1903,1,717
2022-07-03 15:06:37,671,2,803
2023-09-22 15:06:37,1644,2,615
2024-05-16 15:06:37,53,3,590
2023-11-16 15:06:37,388,2,65
2024-02-25 15:06:37,1142,4,751
2024-05-11 15:06:37,901,3,769
2022-11-29 15:06:37,1701,3,178
2022-07-18 15:06:37,918,2,10
2023-10-23 15:06:37,762,4,712
2022-11-16 15:06:37,715,1,732
2024-11-10 15:06:37,422,1,110
2023-10-24 15:06:37,869,4,193
2023-05-19 15:06:37,1357,3,46
2024-07-11 15:06:37,1936,4,138
2022-08-19 15:06:37,702,4,208
2024-11-12 15:06:37,396,1,570
2024-05-31 15:06:37,1215,4,778
2024-11-03 15:06:37,863,2,447
2023-07-20 15:06:37,1558,4,680
2024-03-23 15:06:37,350,2,352
2023-03-15 15:06:37,1096,3,64
2025-05-01 15:06:37,742,2,592
2025-02-22 15:06:37,1419,3,297
2024-09-22 15:06:37,12,2,762
2025-04-22 15:06:37,1699,3,140
2022-06-21 15:06:37,115,1,326
2024-09-06 15:06:37,1338,4,129
2024-03-20 15:06:37,1276,2,687
2024-06-22 15:06:37,278,3,360
2025-01-17 15:06:37,2,3,284
2023-07-29 15:06:37,812,4,621
2025-02-09 15:06:37,119,3,195
2023-12-01 15:06:37,410,2,747
2025-03-30 15:06:37,1681,1,827
2022-09-19 15:06:37,725,2,275
2023-03-19 15:06:37,1365,2,432
2025-05-09 15:06:37,345,2,660
2025-02-14 15:06:37,1227,2,701
2023-06-19 15:06:37,532,2,712
2024-12-27 15:06:37,1355,3,989
2023-02-08 15:06:37,1212,2,901
2023-02-03 15:06:37,764,4,210
2022-08-02 15:06:37,1867,1,410
2025-01-07 15:06:37,343,1,773
2023-04-08 15:06:37,1952,2,404
2024-03-02 15:06:37,1530,4,167
2022-08-06 15:06:37,1675,4,253
2024-10-07 15:06:37,1799,1,292
2023-01-05 15:06:37,1748,2,578
2023-10-13 15:06:37,1574,4,688
2022-09-11 15:06:37,1327,2,737
2023-12-17 15:06:37,124,1,632
2022-08-05 15:06:37,499,3,254
2024-01-30 15:06:37,741,3,601
2023-07-26 15:06:37,1101,4,494
2024-06-21 15:06:37,1038,3,961
2024-09-03 15:06:37,1520,3,77
2024-05-26 15:06:37,638,1,770
2023-05-14 15:06:37,1746,1,169
2025-04-22 15:06:37,1574,4,494
2023-10-26 15:06:37,14,1,66
2023-03-30 15:06:37,803,3,453
2023-01-06 15:06:37,1739,3,792
2024-02-04 15:06:37,1279,1,957
2022-08-26 15:06:37,1013,3,836
2023-10-24 15:06:37,1832,2,995
2024-08-16 15:06:37,873,3,398
2025-03-02 15:06:37,1343,2,801
2023-04-15 15:06:37,285,2,975
2025-04-26 15:06:37,1806,1,644
2025-01-20 15:06:37,1210,3,416
2022-08-30 15:06:37,1901,4,820
2025-03-09 15:06:37,1802,1,302
2025-01-06 15:06:37,1316,1,880
2024-08-02 15:06:37,310,2,416
2025-05-17 15:06:37,846,2,223
2023-09-13 15:06:37,1975,4,771
2025-05-16 15:06:37,1940,3,789
2024-10-05 15:06:37,570,3,714
2025-05-02 15:06:37,149,3,525
2023-02-01 15:06:37,765,2,9
2024-11-23 15:06:37,1079,2,270
2024-05-10 15:06:37,998,1,256
2025-02-06 15:06:37,347,3,385
2023-02-28 15:06:37,1911,1,498
2024-01-13 15:06:37,1910,2,215
2023-06-22 15:06:37,1504,4,981
2024-02-06 15:06:37,1844,2,850
2024-12-12 15:06:37,218,1,474
2024-02-27 15:06:37,388,3,3
2025-04-25 15:06:37,715,4,107
2024-05-29 15:06:37,867,2,358
2023-02-14 15:06:37,596,4,378
2023-02-01 15:06:37,1646,1,737
2025-02-17 15:06:37,1044,3,418
2024-09-02 15:06:37,1781,3,119
2023-09-25 15:06:37,211,2,774
2024-08-14 15:06:37,1312,2,984
2024-01-06 15:06:37,1540,1,547
2023-02-01 15:06:37,1091,3,426
2024-11-29 15:06:37,579,4,422
2023-09-19 15:06:37,240,1,237
2024-10-17 15:06:37,1244,4,336
2023-04-13 15:06:37,1041,2,626
2024-04-27 15:06:37,1498,1,879
2023-11-13 15:06:37,1073,1,263
2023-03-19 15:06:37,179,1,399
2022-09-10 15:06:37,552,2,258
2023-07-31 15:06:37,205,3,24
2024-12-21 15:06:37,475,3,973
2024-08-25 15:06:37,1389,2,671
2024-06-07 15:06:37,650,3,656
2025-05-12 15:06:37,421,3,989
2024-01-11 15:06:37,1226,4,200
2023-11-01 15:06:37,942,4,621
2023-12-27 15:06:37,1238,3,427
2023-02-08 15:06:37,1414,2,57
2025-05-27 15:06:37,1397,2,984
2024-01-26 15:06:37,200,3,111
2023-05-04 15:06:37,1846,1,997
2023-12-10 15:06:37,1350,2,46
2022-12-11 15:06:37,561,3,931
2024-03-25 15:06:37,1610,1,401
2023-10-01 15:06:37,1599,2,299
2022-11-24 15:06:37,1591,3,606
2024-12-12 15:06:37,1131,2,566
2023-05-09 15:06:37,1925,3,125
2024-05-26 15:06:37,925,2,14
2024-11-07 15:06:37,687,1,230
2022-12-12 15:06:37,1618,3,644
2023-12-11 15:06:37,1637,3,514
2023-11-30 15:06:37,922,2,389
2023-10-04 15:06:37,1675,3,116
2023-01-27 15:06:37,1658,1,508
2025-03-04 15:06:37,1801,1,460
2023-07-19 15:06:37,1623,1,343
2023-05-11 15:06:37,1253,3,776
2022-11-20 15:06:37,1023,3,424
2023-01-13 15:06:37,713,3,616
2023-11-14 15:06:37,636,1,198
2022-11-10 15:06:37,385,1,198
2024-02-03 15:06:37,308,3,346
2022-10-03 15:06:37,1472,3,870
2022-06-16 15:06:37,1,2,81
2023-01-17 15:06:37,401,4,779
2024-05-16 15:06:37,977,1,605
2023-12-06 15:06:37,606,1,327
2022-09-06 15:06:37,161,2,489
2023-04-23 15:06:37,1174,2,558
2023-02-16 15:06:37,1522,1,513
2024-02-14 15:06:37,1294,2,350
2025-02-09 15:06:37,1044,3,310
2024-10-20 15:06:37,1208,4,919
2023-11-18 15:06:37,475,1,230
2025-01-25 15:06:37,1478,2,539
2024-05-17 15:06:37,843,1,177
2022-07-09 15:06:37,842,2,773
2023-01-04 15:06:37,1975,1,30
2025-01-30 15:06:37,913,3,854
2024-07-12 15:06:37,1166,1,8
2023-11-03 15:06:37,1165,4,22
2024-10-15 15:06:37,519,1,601
2022-12-11 15:06:37,1560,3,589
2024-09-24 15:06:37,1288,2,816
2023-05-05 15:06:37,560,3,241
2024-10-19 15:06:37,549,3,221
2024-08-22 15:06:37,1927,3,384
2025-04-15 15:06:37,1803,1,107
2024-10-08 15:06:37,572,1,655
2023-01-02 15:06:37,1067,2,376
2024-08-30 15:06:37,1727,2,82
2023-12-30 15:06:37,14,3,218
2025-04-15 15:06:37,1772,3,399
2025-01-13 15:06:37,1192,2,774
2025-04-25 15:06:37,49,4,380
2024-10-14 15:06:37,1162,2,502
2023-02-25 15:06:37,50,3,497
2024-11-10 15:06:37,1098,4,592
2024-07-15 15:06:37,162,1,167
2022-11-22 15:06:37,1681,1,748
2023-06-13 15:06:37,145,3,544
2024-04-05 15:06:37,1000,2,762
2025-01-26 15:06:37,1519,4,608
2024-12-18 15:06:37,680,4,523
2023-04-14 15:06:37,1153,3,663
2023-12-13 15:06:37,1732,1,74
2022-10-08 15:06:37,77,3,425
2025-02-02 15:06:37,309,1,451
2022-09-21 15:06:37,958,4,824
2023-01-23 15:06:37,1602,3,599
2024-11-05 15:06:37,959,3,369
2024-07-19 15:06:37,1073,1,642
2024-11-06 15:06:37,1854,3,212
2024-11-24 15:06:37,1404,3,246
2023-11-12 15:06:37,1679,4,78
2023-06-03 15:06:37,1367,1,817
2024-04-25 15:06:37,1141,4,266
2024-08-04 15:06:37,171,1,893
2024-03-22 15:06:37,1753,1,1
2025-05-20 15:06:37,1745,3,947
2022-08-24 15:06:37,770,2,619
2023-08-08 15:06:37,1985,1,431
2022-10-29 15:06:37,1970,1,751
2024-01-03 15:06:37,269,3,103
2023-12-25 15:06:37,48,4,99
2023-07-18 15:06:37,311,3,289
2024-03-17 15:06:37,909,3,828
2025-04-09 15:06:37,1483,2,468
2023-02-06 15:06:37,405,1,466
2025-01-03 15:06:37,429,1,374
2023-11-10 15:06:37,1149,3,966
2024-04-24 15:06:37,1138,1,321
2023-07-08 15:06:37,1677,1,368
2023-06-16 15:06:37,550,3,990
2023-07-09 15:06:37,1956,1,665
2024-11-09 15:06:37,1860,4,865
2022-07-16 15:06:37,126,4,87
2024-07-07 15:06:37,1648,3,741
2023-09-30 15:06:37,798,4,69
2023-11-09 15:06:37,1081,2,640
2022-11-19 15:06:37,1851,2,741
2023-06-23 15:06:37,939,1,348
2025-01-14 15:06:37,439,3,301
2022-06-15 15:06:37,172,4,696
2024-06-04 15:06:37,1837,4,794
2023-03-18 15:06:37,1252,2,728
2023-11-13 15:06:37,270,2,760
2022-08-18 15:06:37,1292,3,868
2024-02-09 15:06:37,1272,1,381
2024-02-05 15:06:37,1682,3,977
2023-10-12 15:06:37,1554,4,619
2023-05-09 15:06:37,959,2,280
2024-12-16 15:06:37,1858,3,949
2025-03-14 15:06:37,1196,2,527
2022-09-19 15:06:37,1123,1,501
2023-08-04 15:06:37,574,2,526
2022-08-13 15:06:37,224,3,928
2024-02-02 15:06:37,562,3,793
2022-10-06 15:06:37,1939,4,53
2025-03-28 15:06:37,1111,3,995
2023-10-17 15:06:37,774,1,238
2025-01-31 15:06:37,1402,3,755
2024-09-10 15:06:37,1532,4,221
2024-12-19 15:06:37,613,2,574
2024-06-12 15:06:37,992,4,54
2024-11-06 15:06:37,1174,4,19
2024-12-01 15:06:37,478,1,57
2025-03-01 15:06:37,1047,3,21
2023-09-27 15:06:37,1894,3,834
2024-08-17 15:06:37,151,3,379
2023-06-06 15:06:37,1955,4,524
2023-01-05 15:06:37,982,4,306
2024-03-30 15:06:37,1895,4,761
