order_id,status_id,status_date
9224,3,2025-05-16 15:07:07
21654,2,2025-05-20 15:07:07
14745,3,2025-05-26 15:07:07
10328,2,2025-06-01 15:07:07
19445,1,2025-05-26 15:07:07
21978,4,2025-05-23 15:07:07
11050,4,2025-05-28 15:07:07
10281,2,2025-05-25 15:07:07
19295,2,2025-06-12 15:07:07
14944,3,2025-05-30 15:07:07
9748,3,2025-05-28 15:07:07
16990,4,2025-06-11 15:07:07
2566,1,2025-06-07 15:07:07
6191,1,2025-05-26 15:07:07
14327,1,2025-06-08 15:07:07
11585,4,2025-05-17 15:07:07
20991,4,2025-05-30 15:07:07
13432,1,2025-05-17 15:07:07
10099,3,2025-05-15 15:07:07
17955,1,2025-05-15 15:07:07
1806,2,2025-06-07 15:07:07
3448,1,2025-06-08 15:07:07
19218,4,2025-06-09 15:07:07
14290,4,2025-05-29 15:07:07
3339,2,2025-05-24 15:07:07
11390,2,2025-05-30 15:07:07
6160,1,2025-05-25 15:07:07
6485,1,2025-05-20 15:07:07
21709,2,2025-05-15 15:07:07
4431,2,2025-05-16 15:07:07
22668,1,2025-06-05 15:07:07
4965,2,2025-05-28 15:07:07
11902,2,2025-05-14 15:07:07
7859,1,2025-06-07 15:07:07
15269,2,2025-05-31 15:07:07
7002,2,2025-05-17 15:07:07
22024,2,2025-06-08 15:07:07
4441,3,2025-06-10 15:07:07
18329,2,2025-05-27 15:07:07
6914,3,2025-05-25 15:07:07
22039,1,2025-05-26 15:07:07
14473,2,2025-05-27 15:07:07
2641,3,2025-05-15 15:07:07
7853,1,2025-06-09 15:07:07
13954,1,2025-05-29 15:07:07
5414,1,2025-06-07 15:07:07
3117,1,2025-06-03 15:07:07
5923,3,2025-05-31 15:07:07
1022,1,2025-06-06 15:07:07
21677,3,2025-06-09 15:07:07
21630,2,2025-06-05 15:07:07
16959,2,2025-06-11 15:07:07
2691,2,2025-06-10 15:07:07
16091,4,2025-05-20 15:07:07
18842,2,2025-06-08 15:07:07
17406,1,2025-06-11 15:07:07
7972,4,2025-06-06 15:07:07
3928,2,2025-05-14 15:07:07
5066,4,2025-06-12 15:07:07
14792,2,2025-05-19 15:07:07
12153,2,2025-05-23 15:07:07
19330,1,2025-05-27 15:07:07
15891,1,2025-05-29 15:07:07
20881,4,2025-06-04 15:07:07
4917,2,2025-05-17 15:07:07
9818,1,2025-05-19 15:07:07
16732,2,2025-06-10 15:07:07
12240,4,2025-05-19 15:07:07
8418,2,2025-05-17 15:07:07
19982,1,2025-06-08 15:07:07
1980,2,2025-06-01 15:07:07
16430,1,2025-05-20 15:07:07
10032,1,2025-05-31 15:07:07
18041,1,2025-05-20 15:07:07
9922,2,2025-06-06 15:07:07
12445,2,2025-05-28 15:07:07
14470,2,2025-06-02 15:07:07
17752,1,2025-06-04 15:07:07
17267,2,2025-05-22 15:07:07
4807,3,2025-05-27 15:07:07
16992,1,2025-06-06 15:07:07
22990,2,2025-05-23 15:07:07
3392,1,2025-05-14 15:07:07
21753,1,2025-06-02 15:07:07
2346,1,2025-06-07 15:07:07
13542,1,2025-05-25 15:07:07
20202,4,2025-05-18 15:07:07
22435,2,2025-05-27 15:07:07
12103,4,2025-05-26 15:07:07
14719,4,2025-05-29 15:07:07
14491,1,2025-05-31 15:07:07
12972,2,2025-06-11 15:07:07
1571,1,2025-06-11 15:07:07
8088,1,2025-05-14 15:07:07
6547,1,2025-06-09 15:07:07
20756,3,2025-05-29 15:07:07
7122,1,2025-06-12 15:07:07
4468,2,2025-06-02 15:07:07
10545,3,2025-06-08 15:07:07
15469,2,2025-06-04 15:07:07
7671,4,2025-06-03 15:07:07
8964,3,2025-05-28 15:07:07
7433,2,2025-05-26 15:07:07
19069,2,2025-06-12 15:07:07
8565,2,2025-05-27 15:07:07
1142,3,2025-06-08 15:07:07
22695,4,2025-06-04 15:07:07
18303,3,2025-06-11 15:07:07
20544,3,2025-06-08 15:07:07
7247,3,2025-05-14 15:07:07
13163,3,2025-05-24 15:07:07
1219,3,2025-05-19 15:07:07
10351,1,2025-06-12 15:07:07
2495,3,2025-06-12 15:07:07
11883,1,2025-05-31 15:07:07
3281,1,2025-06-10 15:07:07
14175,1,2025-06-03 15:07:07
15097,1,2025-06-06 15:07:07
20016,1,2025-05-17 15:07:07
3414,1,2025-05-28 15:07:07
22193,2,2025-05-21 15:07:07
2555,2,2025-06-01 15:07:07
9974,1,2025-06-01 15:07:07
19878,5,2025-05-29 15:07:07
2534,4,2025-05-19 15:07:07
5065,1,2025-06-09 15:07:07
21922,3,2025-05-17 15:07:07
20753,2,2025-06-07 15:07:07
18587,2,2025-05-15 15:07:07
6332,3,2025-05-29 15:07:07
6781,1,2025-06-09 15:07:07
3376,2,2025-06-03 15:07:07
16242,3,2025-05-22 15:07:07
11145,3,2025-05-18 15:07:07
18950,2,2025-05-28 15:07:07
6905,4,2025-05-16 15:07:07
10889,1,2025-06-11 15:07:07
12207,3,2025-06-05 15:07:07
3344,4,2025-05-14 15:07:07
22094,3,2025-05-21 15:07:07
17837,3,2025-05-15 15:07:07
1821,1,2025-06-06 15:07:07
15364,3,2025-05-26 15:07:07
15836,1,2025-05-19 15:07:07
1261,1,2025-05-30 15:07:07
22623,4,2025-05-30 15:07:07
18047,1,2025-06-04 15:07:07
14897,3,2025-06-12 15:07:07
8373,1,2025-06-08 15:07:07
6872,2,2025-06-10 15:07:07
17658,1,2025-05-25 15:07:07
10136,2,2025-05-23 15:07:07
1380,4,2025-05-20 15:07:07
21112,2,2025-06-04 15:07:07
7581,3,2025-05-22 15:07:07
13372,1,2025-06-11 15:07:07
6560,4,2025-06-04 15:07:07
17254,1,2025-05-25 15:07:07
9143,2,2025-05-29 15:07:07
21507,4,2025-05-15 15:07:07
13977,1,2025-05-14 15:07:07
12871,3,2025-05-18 15:07:07
3068,2,2025-06-12 15:07:07
7974,1,2025-06-10 15:07:07
21810,1,2025-05-26 15:07:07
23328,2,2025-06-11 15:07:07
20761,3,2025-05-20 15:07:07
12348,2,2025-06-07 15:07:07
20241,4,2025-06-02 15:07:07
19776,2,2025-06-11 15:07:07
22384,3,2025-05-16 15:07:07
16810,2,2025-05-26 15:07:07
12935,1,2025-06-07 15:07:07
4593,2,2025-05-16 15:07:07
17187,3,2025-05-22 15:07:07
1499,1,2025-05-24 15:07:07
9625,5,2025-05-29 15:07:07
17479,2,2025-05-20 15:07:07
22861,3,2025-06-09 15:07:07
15126,1,2025-05-16 15:07:07
3683,3,2025-06-07 15:07:07
21157,2,2025-06-07 15:07:07
10387,3,2025-05-25 15:07:07
10999,1,2025-05-17 15:07:07
15794,1,2025-06-02 15:07:07
11443,3,2025-05-19 15:07:07
11824,1,2025-05-20 15:07:07
5346,1,2025-06-05 15:07:07
7850,1,2025-05-31 15:07:07
13397,1,2025-05-25 15:07:07
13653,3,2025-06-07 15:07:07
5200,4,2025-05-16 15:07:07
6942,2,2025-06-05 15:07:07
19843,2,2025-06-07 15:07:07
11215,2,2025-06-03 15:07:07
23254,4,2025-06-03 15:07:07
7894,3,2025-06-09 15:07:07
2875,1,2025-05-31 15:07:07
9586,3,2025-05-25 15:07:07
13043,2,2025-05-20 15:07:07
10726,2,2025-06-03 15:07:07
7435,1,2025-05-25 15:07:07
15271,3,2025-05-14 15:07:07
6531,2,2025-06-05 15:07:07
1731,3,2025-05-22 15:07:07
9029,2,2025-05-19 15:07:07
20396,2,2025-05-31 15:07:07
21347,3,2025-06-07 15:07:07
5907,1,2025-06-10 15:07:07
8032,2,2025-06-05 15:07:07
21723,2,2025-06-06 15:07:07
11933,2,2025-06-10 15:07:07
20289,1,2025-05-17 15:07:07
16291,3,2025-05-25 15:07:07
12760,1,2025-06-12 15:07:07
4607,2,2025-06-02 15:07:07
2477,2,2025-06-12 15:07:07
5382,1,2025-05-27 15:07:07
9587,3,2025-05-31 15:07:07
5513,2,2025-06-10 15:07:07
5636,2,2025-05-19 15:07:07
10062,1,2025-05-23 15:07:07
15784,3,2025-05-26 15:07:07
11770,4,2025-05-26 15:07:07
23026,3,2025-05-15 15:07:07
2037,2,2025-06-05 15:07:07
6499,2,2025-06-05 15:07:07
4436,2,2025-05-26 15:07:07
1695,1,2025-05-21 15:07:07
12200,1,2025-05-14 15:07:07
20441,4,2025-05-29 15:07:07
20062,2,2025-05-28 15:07:07
9487,3,2025-06-03 15:07:07
9966,1,2025-06-03 15:07:07
15741,2,2025-05-26 15:07:07
7744,1,2025-06-02 15:07:07
20743,3,2025-06-03 15:07:07
5464,2,2025-05-22 15:07:07
15456,1,2025-06-12 15:07:07
16603,3,2025-06-11 15:07:07
6767,2,2025-05-27 15:07:07
15306,4,2025-05-22 15:07:07
4906,3,2025-05-24 15:07:07
8958,1,2025-06-02 15:07:07
15114,2,2025-05-17 15:07:07
22116,1,2025-06-08 15:07:07
14948,4,2025-05-19 15:07:07
4807,4,2025-05-19 15:07:07
2477,4,2025-06-07 15:07:07
16897,2,2025-05-22 15:07:07
1598,2,2025-05-17 15:07:07
7222,2,2025-06-03 15:07:07
10996,1,2025-05-24 15:07:07
3042,2,2025-06-12 15:07:07
15627,2,2025-05-22 15:07:07
22783,1,2025-06-10 15:07:07
12712,3,2025-05-26 15:07:07
14449,3,2025-06-11 15:07:07
23103,4,2025-05-24 15:07:07
18252,3,2025-06-09 15:07:07
2788,1,2025-06-07 15:07:07
7363,4,2025-05-18 15:07:07
22494,2,2025-05-28 15:07:07
15279,3,2025-06-05 15:07:07
15268,2,2025-06-11 15:07:07
16555,2,2025-05-20 15:07:07
19475,1,2025-05-14 15:07:07
6393,1,2025-06-08 15:07:07
17981,2,2025-06-04 15:07:07
10331,2,2025-05-19 15:07:07
1799,2,2025-05-21 15:07:07
12229,1,2025-05-15 15:07:07
22023,2,2025-05-21 15:07:07
2493,1,2025-05-23 15:07:07
13193,3,2025-05-19 15:07:07
8265,2,2025-05-28 15:07:07
1569,4,2025-05-21 15:07:07
18898,1,2025-06-05 15:07:07
3760,6,2025-06-01 15:07:07
22694,4,2025-05-28 15:07:07
7503,1,2025-05-15 15:07:07
12917,3,2025-06-10 15:07:07
16465,1,2025-06-06 15:07:07
23105,2,2025-05-28 15:07:07
2704,1,2025-05-23 15:07:07
18261,1,2025-05-20 15:07:07
9572,4,2025-06-09 15:07:07
11069,2,2025-05-24 15:07:07
15170,1,2025-05-15 15:07:07
22967,4,2025-05-24 15:07:07
18602,3,2025-06-01 15:07:07
3298,2,2025-06-09 15:07:07
17400,4,2025-05-19 15:07:07
8758,3,2025-05-21 15:07:07
5562,1,2025-05-15 15:07:07
11508,4,2025-05-15 15:07:07
13703,1,2025-05-15 15:07:07
20810,3,2025-06-01 15:07:07
17587,2,2025-06-02 15:07:07
16699,3,2025-06-10 15:07:07
5236,2,2025-06-06 15:07:07
22421,1,2025-05-14 15:07:07
2066,1,2025-05-16 15:07:07
11084,1,2025-05-14 15:07:07
21748,1,2025-05-30 15:07:07
16483,2,2025-06-05 15:07:07
11699,2,2025-06-11 15:07:07
16413,2,2025-06-08 15:07:07
21965,4,2025-05-31 15:07:07
4926,2,2025-05-18 15:07:07
9666,1,2025-05-27 15:07:07
7880,1,2025-05-23 15:07:07
21540,3,2025-05-18 15:07:07
13211,1,2025-06-02 15:07:07
17343,2,2025-06-07 15:07:07
20327,1,2025-06-09 15:07:07
18090,3,2025-06-09 15:07:07
16480,6,2025-05-21 15:07:07
4074,2,2025-05-16 15:07:07
13009,2,2025-05-21 15:07:07
11286,1,2025-06-04 15:07:07
5791,3,2025-06-07 15:07:07
9021,1,2025-05-26 15:07:07
3899,2,2025-05-15 15:07:07
8813,4,2025-05-19 15:07:07
15710,1,2025-06-02 15:07:07
6957,1,2025-05-25 15:07:07
11042,3,2025-05-17 15:07:07
5602,2,2025-05-20 15:07:07
10163,1,2025-05-21 15:07:07
19641,4,2025-06-03 15:07:07
20755,4,2025-05-19 15:07:07
1974,4,2025-05-25 15:07:07
9598,1,2025-05-30 15:07:07
12765,1,2025-05-28 15:07:07
9787,2,2025-06-11 15:07:07
12386,2,2025-06-12 15:07:07
9047,3,2025-05-24 15:07:07
16427,3,2025-06-02 15:07:07
8681,2,2025-05-18 15:07:07
20266,1,2025-06-09 15:07:07
19800,2,2025-05-22 15:07:07
3474,1,2025-06-05 15:07:07
18791,2,2025-05-28 15:07:07
20380,1,2025-05-19 15:07:07
9353,3,2025-06-08 15:07:07
21629,4,2025-05-18 15:07:07
4185,1,2025-06-07 15:07:07
19049,3,2025-05-27 15:07:07
18527,1,2025-06-05 15:07:07
2681,2,2025-05-21 15:07:07
9258,1,2025-05-28 15:07:07
8186,1,2025-06-04 15:07:07
1658,4,2025-06-02 15:07:07
11338,3,2025-05-30 15:07:07
19106,2,2025-05-25 15:07:07
9835,1,2025-06-01 15:07:07
8798,2,2025-05-29 15:07:07
7650,5,2025-06-12 15:07:07
8121,4,2025-05-21 15:07:07
10679,3,2025-05-24 15:07:07
15059,3,2025-05-27 15:07:07
9881,1,2025-06-06 15:07:07
11533,4,2025-05-27 15:07:07
8246,1,2025-06-08 15:07:07
11614,3,2025-05-17 15:07:07
10933,1,2025-05-23 15:07:07
6011,2,2025-05-15 15:07:07
19750,1,2025-06-07 15:07:07
17373,4,2025-06-07 15:07:07
5089,4,2025-05-18 15:07:07
14893,2,2025-05-20 15:07:07
12579,4,2025-06-11 15:07:07
10819,2,2025-05-14 15:07:07
20897,2,2025-05-26 15:07:07
13139,4,2025-05-30 15:07:07
7529,1,2025-05-29 15:07:07
9312,4,2025-06-01 15:07:07
22070,2,2025-05-16 15:07:07
11992,3,2025-05-22 15:07:07
12051,4,2025-05-25 15:07:07
14741,3,2025-06-01 15:07:07
4949,1,2025-06-07 15:07:07
19219,1,2025-05-15 15:07:07
15512,1,2025-05-22 15:07:07
8552,1,2025-06-09 15:07:07
20695,4,2025-06-07 15:07:07
4093,1,2025-05-21 15:07:07
18857,1,2025-05-17 15:07:07
2611,1,2025-05-30 15:07:07
12975,4,2025-05-23 15:07:07
16356,2,2025-05-31 15:07:07
9691,1,2025-05-23 15:07:07
13399,1,2025-05-27 15:07:07
14447,4,2025-05-14 15:07:07
10255,3,2025-05-21 15:07:07
19941,4,2025-05-15 15:07:07
7886,2,2025-06-09 15:07:07
7397,3,2025-05-27 15:07:07
17330,1,2025-05-25 15:07:07
3202,3,2025-05-22 15:07:07
16387,1,2025-06-08 15:07:07
14909,2,2025-05-24 15:07:07
19751,5,2025-06-07 15:07:07
13012,1,2025-05-16 15:07:07
13807,2,2025-06-04 15:07:07
5516,2,2025-06-01 15:07:07
4903,4,2025-06-01 15:07:07
11586,3,2025-05-24 15:07:07
12870,1,2025-05-18 15:07:07
10953,1,2025-05-26 15:07:07
9928,1,2025-05-15 15:07:07
16254,1,2025-05-28 15:07:07
11873,1,2025-06-04 15:07:07
9969,3,2025-05-27 15:07:07
16610,2,2025-06-09 15:07:07
12781,4,2025-06-01 15:07:07
5091,1,2025-06-07 15:07:07
4976,1,2025-05-23 15:07:07
4306,1,2025-05-24 15:07:07
21365,1,2025-05-28 15:07:07
15866,1,2025-05-31 15:07:07
10658,3,2025-05-18 15:07:07
9296,2,2025-06-01 15:07:07
3524,2,2025-05-19 15:07:07
10713,4,2025-05-25 15:07:07
17941,1,2025-05-18 15:07:07
6384,2,2025-06-02 15:07:07
3770,2,2025-05-15 15:07:07
7234,3,2025-06-03 15:07:07
21111,4,2025-05-15 15:07:07
10040,4,2025-06-09 15:07:07
14967,3,2025-05-20 15:07:07
9492,4,2025-06-10 15:07:07
8497,2,2025-06-01 15:07:07
3123,4,2025-05-26 15:07:07
2672,1,2025-06-05 15:07:07
1735,4,2025-06-03 15:07:07
8034,3,2025-05-15 15:07:07
16631,1,2025-05-29 15:07:07
9921,1,2025-06-10 15:07:07
21188,2,2025-06-09 15:07:07
18899,4,2025-05-29 15:07:07
22325,1,2025-05-16 15:07:07
20191,3,2025-05-28 15:07:07
8570,2,2025-05-18 15:07:07
8946,3,2025-05-26 15:07:07
2462,3,2025-06-03 15:07:07
12246,1,2025-06-08 15:07:07
4832,1,2025-05-18 15:07:07
13815,4,2025-06-02 15:07:07
4280,2,2025-05-15 15:07:07
22314,3,2025-06-06 15:07:07
15821,1,2025-05-25 15:07:07
7679,2,2025-05-19 15:07:07
4071,2,2025-05-21 15:07:07
21645,2,2025-05-29 15:07:07
1671,1,2025-05-28 15:07:07
1713,2,2025-05-23 15:07:07
16123,3,2025-06-07 15:07:07
14889,2,2025-05-27 15:07:07
10860,2,2025-06-10 15:07:07
20443,4,2025-05-16 15:07:07
17514,2,2025-06-01 15:07:07
10434,3,2025-05-22 15:07:07
18089,2,2025-06-04 15:07:07
9647,1,2025-05-24 15:07:07
9834,2,2025-05-15 15:07:07
4891,1,2025-05-14 15:07:07
12962,2,2025-05-30 15:07:07
2518,2,2025-05-21 15:07:07
16384,1,2025-05-18 15:07:07
16960,1,2025-05-15 15:07:07
7167,3,2025-05-15 15:07:07
14548,3,2025-06-03 15:07:07
16816,2,2025-05-22 15:07:07
11939,4,2025-05-19 15:07:07
11557,2,2025-05-28 15:07:07
10818,4,2025-06-07 15:07:07
8849,1,2025-06-09 15:07:07
12378,4,2025-06-12 15:07:07
1423,1,2025-05-18 15:07:07
8951,1,2025-05-28 15:07:07
14378,1,2025-05-29 15:07:07
16271,4,2025-05-23 15:07:07
8590,1,2025-05-30 15:07:07
13294,1,2025-06-07 15:07:07
5464,2,2025-05-21 15:07:07
12144,4,2025-05-27 15:07:07
7565,2,2025-05-14 15:07:07
17044,1,2025-05-21 15:07:07
5311,2,2025-05-14 15:07:07
9568,3,2025-06-04 15:07:07
2255,3,2025-05-24 15:07:07
18165,4,2025-06-06 15:07:07
23334,1,2025-05-28 15:07:07
13454,1,2025-06-05 15:07:07
21798,4,2025-06-05 15:07:07
21981,2,2025-05-31 15:07:07
19202,4,2025-05-14 15:07:07
8752,2,2025-05-25 15:07:07
16080,2,2025-06-09 15:07:07
17503,2,2025-06-06 15:07:07
16185,1,2025-06-10 15:07:07
4486,2,2025-05-17 15:07:07
6313,1,2025-05-29 15:07:07
11873,3,2025-05-30 15:07:07
7462,1,2025-06-02 15:07:07
7514,3,2025-05-15 15:07:07
19593,3,2025-05-14 15:07:07
23078,1,2025-05-14 15:07:07
12498,4,2025-05-26 15:07:07
7966,2,2025-05-18 15:07:07
23200,4,2025-06-10 15:07:07
12671,3,2025-06-07 15:07:07
1686,4,2025-05-17 15:07:07
6840,4,2025-05-22 15:07:07
19864,2,2025-05-15 15:07:07
3730,1,2025-05-20 15:07:07
7135,2,2025-06-08 15:07:07
22092,3,2025-06-01 15:07:07
10285,2,2025-06-04 15:07:07
17811,2,2025-05-23 15:07:07
3182,4,2025-06-06 15:07:07
17178,3,2025-05-31 15:07:07
16868,2,2025-05-16 15:07:07
19155,2,2025-06-05 15:07:07
13294,2,2025-05-18 15:07:07
9704,2,2025-06-07 15:07:07
21337,4,2025-05-26 15:07:07
15264,4,2025-05-18 15:07:07
22788,2,2025-05-19 15:07:07
21900,3,2025-05-31 15:07:07
22704,2,2025-05-23 15:07:07
22406,4,2025-06-03 15:07:07
21496,2,2025-06-08 15:07:07
4074,1,2025-05-21 15:07:07
16230,2,2025-05-30 15:07:07
13477,3,2025-05-29 15:07:07
16158,1,2025-05-29 15:07:07
11174,3,2025-05-27 15:07:07
10951,5,2025-05-28 15:07:07
19108,2,2025-06-04 15:07:07
19919,1,2025-05-22 15:07:07
6096,4,2025-05-30 15:07:07
11702,2,2025-05-23 15:07:07
17789,3,2025-06-09 15:07:07
9087,4,2025-06-05 15:07:07
7345,2,2025-05-24 15:07:07
10615,1,2025-05-28 15:07:07
22307,3,2025-05-28 15:07:07
